SID,WORD,POS,Vowel_Type,Stressed_Vowel
621,humanitarian,adj.,Monophthong,/ ɛ /
622,humanity,n.,Monophthong,/ æ /
623,humble,adj.,Monophthong,/ ʌ /
624,hydrogen,n.,Diphthong,/ aɪ /
625,identification,n.,Diphthong,/ eɪ /
626,ideological,adj.,Monophthong,/ ɑ /
627,ideology,n.,Monophthong,/ ɑ /
628,idiot,n.,Monophthong,/ ɪ /
629,ignorance,n.,Monophthong,/ ɪ /
630,imagery,n.,Monophthong,/ ɪ /
631,immense,adj.,Monophthong,/ ɛ /
632,imminent,adj.,Monophthong,/ ɪ /
633,implementation,n.,Diphthong,/ eɪ /
634,imprison,v.,Monophthong,/ ɪ /
635,imprisonment,n.,Monophthong,/ ɪ /
636,inability,n.,Monophthong,/ ɪ /
637,inadequate,adj.,Monophthong,/ æ /
638,inappropriate,adj.,Diphthong,/ oʊ /
639,incidence,n.,Monophthong,/ ɪ /
640,inclined,adj.,Diphthong,/ aɪ /
641,inclusion,n.,Monophthong,/ u /
642,incur,v.,Monophthong,/ ɝ /
643,indicator,n.,Monophthong,/ ɪ /
644,indictment,n.,Diphthong,/ aɪ /
645,indigenous,adj.,Monophthong,/ ɪ /
646,induce,v.,Monophthong,/ u /
647,indulge,v.,Monophthong,/ ʌ /
648,inequality,n.,Monophthong,/ ɑ /
649,infamous,adj.,Monophthong,/ ɪ /
650,infant,n.,Monophthong,/ ɪ /
651,infect,v.,Monophthong,/ ɛ /
652,inflict,v.,Monophthong,/ ɪ /
653,influential,adj.,Monophthong,/ ɛ /
654,inherent,adj.,Monophthong,/ ɛ /
655,inhibit,v.,Monophthong,/ ɪ /
656,initiate,v.,Monophthong,/ ɪ /
657,inject,v.,Monophthong,/ ɛ /
658,injection,n.,Monophthong,/ ɛ /
659,injustice,n.,Monophthong,/ ʌ /
660,inmate,n.,Monophthong,/ ɪ /
661,insertion,n.,Monophthong,/ ɝ /
662,insider,n.,Diphthong,/ aɪ /
663,inspect,v.,Monophthong,/ ɛ /
664,inspection,n.,Monophthong,/ ɛ /
665,inspiration,n.,Diphthong,/ eɪ /
666,instinct,n.,Monophthong,/ ɪ /
667,institutional,adj.,Monophthong,/ u /
668,instruct,v.,Monophthong,/ ʌ /
669,instrumental,adj.,Monophthong,/ ɛ /
670,insufficient,adj.,Monophthong,/ ɪ /
671,insult,n.,Monophthong,/ ɪ /
672,insult,v.,Monophthong,/ ʌ /
673,intact,adj.,Monophthong,/ æ /
674,intake,n.,Monophthong,/ ɪ /
675,integral,adj.,Monophthong,/ ɛ /
676,integrated,adj.,Monophthong,/ ɪ /
677,integration,n.,Diphthong,/ eɪ /
678,integrity,n.,Monophthong,/ ɛ /
679,intellectual,n.,Monophthong,/ ɛ /
680,intensify,v.,Monophthong,/ ɛ /
681,intensity,n.,Monophthong,/ ɛ /
682,intensive,adj.,Monophthong,/ ɛ /
683,intent,n.,Monophthong,/ ɛ /
684,interactive,adj.,Monophthong,/ æ /
685,interface,n.,Monophthong,/ ɪ /
686,interfere,v.,Monophthong,/ ɪ /
687,interference,n.,Monophthong,/ ɪ /
688,interim,adj.,Monophthong,/ ɪ /
689,interior,"adj., n.",Monophthong,/ ɪ /
690,intermediate,adj.,Monophthong,/ i /
691,intervene,v.,Monophthong,/ i /
692,intervention,n.,Monophthong,/ ɛ /
693,intimate,adj.,Monophthong,/ ɪ /
694,intriguing,adj.,Monophthong,/ i /
695,investigator,n.,Monophthong,/ ɛ /
696,invisible,adj.,Monophthong,/ ɪ /
697,invoke,v.,Diphthong,/ oʊ /
698,involvement,n.,Monophthong,/ ɑ /
699,ironic,adj.,Monophthong,/ ɑ /
700,ironically,adv.,Monophthong,/ ɑ /
701,irony,n.,Diphthong,/ aɪ /
702,irrelevant,adj.,Monophthong,/ ɛ /
703,isolation,n.,Diphthong,/ eɪ /
704,judicial,adj.,Monophthong,/ ɪ /
705,junction,n.,Monophthong,/ ʌ /
706,jurisdiction,n.,Monophthong,/ ɪ /
707,just,adj.,Monophthong,/ ʌ /
708,justification,n.,Diphthong,/ eɪ /
709,kidnap,v.,Monophthong,/ ɪ /
710,kidney,n.,Monophthong,/ ɪ /
711,kingdom,n.,Monophthong,/ ɪ /
712,lad,n.,Monophthong,/ æ /
713,landlord,n.,Monophthong,/ æ /
714,landmark,n.,Monophthong,/ æ /
715,lap,n.,Monophthong,/ æ /
716,large-scale,adj.,Diphthong,/ eɪ /
717,laser,n.,Diphthong,/ eɪ /
718,latter,adj.,Monophthong,/ æ /
719,latter,n.,Monophthong,/ æ /
720,lawn,n.,Monophthong,/ ɔ /
721,lawsuit,n.,Monophthong,/ ɔ /
722,layout,n.,Diphthong,/ eɪ /
723,leak,v.,Monophthong,/ i /
724,leak,n.,Monophthong,/ i /
725,leap,v.,Monophthong,/ i /
726,leap,n.,Monophthong,/ i /
727,legacy,n.,Monophthong,/ ɛ /
728,legendary,adj.,Monophthong,/ ɛ /
729,legislation,n.,Diphthong,/ eɪ /
730,legislative,adj.,Monophthong,/ ɛ /
731,legislature,n.,Monophthong,/ ɛ /
732,legitimate,adj.,Monophthong,/ ɪ /
733,lengthy,adj.,Monophthong,/ ɛ /
734,lesbian,adj.,Monophthong,/ ɛ /
735,lesser,adj.,Monophthong,/ ɛ /
736,lethal,adj.,Monophthong,/ i /
737,liable,adj.,Diphthong,/ aɪ /
738,liberal,adj.,Monophthong,/ ɪ /
739,liberal,n.,Monophthong,/ ɪ /
740,liberation,n.,Diphthong,/ eɪ /
741,liberty,n.,Monophthong,/ ɪ /
742,license,v.,Diphthong,/ aɪ /
743,lifelong,adj.,Diphthong,/ aɪ /
744,likelihood,n.,Diphthong,/ aɪ /
745,limb,n.,Monophthong,/ ɪ /
746,linear,adj.,Monophthong,/ ɪ /
747,line-up,n.,Diphthong,/ aɪ /
748,linger,v.,Monophthong,/ ɪ /
749,listing,n.,Monophthong,/ ɪ /
750,literacy,n.,Monophthong,/ ɪ /
751,liver,n.,Monophthong,/ ɪ /
752,lobby,n.,Monophthong,/ ɑ /
753,log,n.,Monophthong,/ ɔ /
754,log,v.,Monophthong,/ ɔ /
755,logic,n.,Monophthong,/ ɑ /
756,long-standing,adj.,Monophthong,/ æ /
757,long-time,adj.,Monophthong,/ ɔ /
758,loom,v.,Monophthong,/ u /
759,loop,n.,Monophthong,/ u /
760,loyalty,n.,Diphthong,/ ɔɪ /
761,machinery,n.,Monophthong,/ i /
762,magical,adj.,Monophthong,/ æ /
763,magistrate,n.,Monophthong,/ æ /
764,magnetic,adj.,Monophthong,/ ɛ /
765,magnitude,n.,Monophthong,/ æ /
766,mainland,n.,Diphthong,/ eɪ /
767,mainstream,n.,Diphthong,/ eɪ /
768,mainstream,adj.,Diphthong,/ eɪ /
769,maintenance,n.,Diphthong,/ eɪ /
770,mandate,n.,Monophthong,/ æ /
771,mandatory,adj.,Monophthong,/ æ /
772,manifest,v.,Monophthong,/ æ /
773,manipulate,v.,Monophthong,/ ɪ /
774,manipulation,n.,Diphthong,/ eɪ /
775,manuscript,n.,Monophthong,/ æ /
776,march,n.,Monophthong,/ ɑ /
777,march,v.,Monophthong,/ ɑ /
778,marginal,adj.,Monophthong,/ ɑ /
779,marine,adj.,Monophthong,/ i /
780,marketplace,n.,Monophthong,/ ɑ /
781,mask,n.,Monophthong,/ æ /
782,massacre,n.,Monophthong,/ æ /
783,mathematical,adj.,Monophthong,/ æ /
784,mature,adj.,Monophthong,/ ʊ /
785,mature,v.,Monophthong,/ ʊ /
786,maximize,v.,Monophthong,/ æ /
787,meaningful,adj.,Monophthong,/ i /
788,meantime,n.,Monophthong,/ i /
789,medieval,adj.,Monophthong,/ i /
790,meditation,n.,Diphthong,/ eɪ /
791,melody,n.,Monophthong,/ ɛ /
792,memo,n.,Monophthong,/ ɛ /
793,memoir,n.,Monophthong,/ ɛ /
794,memorial,n.,Monophthong,/ ɔ /
795,mentor,n.,Monophthong,/ ɛ /
796,merchant,n.,Monophthong,/ ɝ /
797,mercy,n.,Monophthong,/ ɝ /
798,mere,adj.,Monophthong,/ ɪ /
799,merely,adv.,Monophthong,/ ɪ /
800,merge,v.,Monophthong,/ ɝ /
801,merger,n.,Monophthong,/ ɝ /
802,merit,n.,Monophthong,/ ɛ /
803,methodology,n.,Monophthong,/ ɑ /
804,midst,n.,Monophthong,/ ɪ /
805,migration,n.,Diphthong,/ eɪ /
806,militant,n.,Monophthong,/ ɪ /
807,militant,adj.,Monophthong,/ ɪ /
808,militia,n.,Monophthong,/ ɪ /
809,mill,n.,Monophthong,/ ɪ /
810,minimal,adj.,Monophthong,/ ɪ /
811,minimize,v.,Monophthong,/ ɪ /
812,mining,n.,Diphthong,/ aɪ /
813,ministry,n.,Monophthong,/ ɪ /
814,minute,,Monophthong,/ ɪ /
815,miracle,n.,Monophthong,/ ɪ /
816,misery,n.,Monophthong,/ ɪ /
817,misleading,adj.,Monophthong,/ i /
818,missile,n.,Monophthong,/ ɪ /
819,mob,n.,Monophthong,/ ɑ /
820,mobility,n.,Monophthong,/ ɪ /
821,mobilize,v.,Diphthong,/ oʊ /
822,moderate,adj.,Monophthong,/ ɑ /
823,modification,n.,Diphthong,/ eɪ /
824,momentum,n.,Monophthong,/ ɛ /
825,monk,n.,Monophthong,/ ʌ /
826,monopoly,n.,Monophthong,/ ɑ /
827,morality,n.,Monophthong,/ æ /
828,motive,n.,Diphthong,/ oʊ /
829,motorist,n.,Diphthong,/ oʊ /
830,municipal,adj.,Monophthong,/ ɪ /
831,mutual,adj.,Monophthong,/ u /
832,namely,adv.,Diphthong,/ eɪ /
833,nationwide,adj.,Diphthong,/ aɪ /
834,naval,adj.,Diphthong,/ eɪ /
835,neglect,v.,Monophthong,/ ɛ /
836,neglect,n.,Monophthong,/ ɛ /
837,neighboring,adj.,Diphthong,/ eɪ /
838,nest,n.,Monophthong,/ ɛ /
839,net,adj.,Monophthong,/ ɛ /
840,newsletter,n.,Monophthong,/ u /
841,niche,n.,Monophthong,/ ɪ /
842,noble,adj.,Diphthong,/ oʊ /
843,nod,v.,Monophthong,/ ɑ /
844,nominate,v.,Monophthong,/ ɑ /
845,nomination,n.,Diphthong,/ eɪ /
846,nominee,n.,Monophthong,/ i /
847,nonetheless,adv.,Monophthong,/ ɛ /
848,non-profit,adj.,Monophthong,/ ɑ /
849,nonsense,n.,Monophthong,/ ɑ /
850,noon,n.,Monophthong,/ u /
851,notable,adj.,Diphthong,/ oʊ /
852,notably,adv.,Diphthong,/ oʊ /
853,notify,v.,Diphthong,/ oʊ /
854,notorious,adj.,Monophthong,/ ɔ /
855,novel,adj.,Monophthong,/ ɑ /
856,nursery,n.,Monophthong,/ ɝ /
857,objection,n.,Monophthong,/ ɛ /
858,oblige,v.,Diphthong,/ aɪ /
859,obsess,v.,Monophthong,/ ɛ /
860,obsession,n.,Monophthong,/ ɛ /
861,occasional,adj.,Diphthong,/ eɪ /
862,occurrence,n.,Monophthong,/ ɝ /
863,odds,n.,Monophthong,/ ɑ /
864,offering,n.,Monophthong,/ ɔ /
865,offspring,n.,Monophthong,/ ɔ /
866,operational,adj.,Diphthong,/ eɪ /
867,opt,v.,Monophthong,/ ɑ /
868,optical,adj.,Monophthong,/ ɑ /
869,optimism,n.,Monophthong,/ ɑ /
870,oral,adj.,Monophthong,/ ɔ /
871,organizational,adj.,Diphthong,/ eɪ /
872,orientation,n.,Diphthong,/ eɪ /
873,originate,v.,Monophthong,/ ɪ /
874,outbreak,n.,Diphthong,/ aʊ
875,outing,n.,Diphthong,/ aʊ
876,outlet,n.,Diphthong,/ aʊ
877,outlook,n.,Diphthong,/ aʊ
878,outrage,n.,Diphthong,/ aʊ
879,outrage,v.,Diphthong,/ aʊ
880,outsider,n.,Diphthong,/ aɪ /
881,overlook,v.,Monophthong,/ ʊ /
882,overly,adv.,Diphthong,/ oʊ /
883,oversee,v.,Monophthong,/ i /
884,overturn,v.,Monophthong,/ ɝ /
885,overwhelm,v.,Monophthong,/ ɛ /
886,overwhelming,adj.,Monophthong,/ ɛ /
887,pad,n.,Monophthong,/ æ /
888,parameter,n.,Monophthong,/ æ /
889,parental,adj.,Monophthong,/ ɛ /
890,parish,n.,Monophthong,/ æ /
891,parliamentary,adj.,Monophthong,/ ɛ /
892,partial,adj.,Monophthong,/ ɑ /
893,partially,adv.,Monophthong,/ ɑ /
894,passing,n.,Monophthong,/ æ /
895,passive,adj.,Monophthong,/ æ /
896,pastor,n.,Monophthong,/ æ /
897,patch,n.,Monophthong,/ æ /
898,patent,n.,Monophthong,/ æ /
899,pathway,n.,Monophthong,/ æ /
900,patrol,n.,Diphthong,/ oʊ /
901,patrol,v.,Diphthong,/ oʊ /
902,patron,n.,Diphthong,/ eɪ /
903,peak,n.,Monophthong,/ i /
904,peasant,n.,Monophthong,/ ɛ /
905,peculiar,adj.,Monophthong,/ u /
906,persist,v.,Monophthong,/ ɪ /
907,persistent,adj.,Monophthong,/ ɪ /
908,personnel,n.,Monophthong,/ ɛ /
909,petition,n.,Monophthong,/ ɪ /
910,philosopher,n.,Monophthong,/ ɑ /
911,philosophical,adj.,Monophthong,/ ɑ /
912,physician,n.,Monophthong,/ ɪ /
913,pioneer,n.,Monophthong,/ ɪ /
914,pipeline,n.,Diphthong,/ aɪ /
915,pirate,n.,Diphthong,/ aɪ /
916,pit,n.,Monophthong,/ ɪ /
917,plea,n.,Monophthong,/ i /
918,plead,v.,Monophthong,/ i /
919,pledge,v.,Monophthong,/ ɛ /
920,pledge,n.,Monophthong,/ ɛ /
921,plug,v.,Monophthong,/ ʌ /
922,plug,n.,Monophthong,/ ʌ /
923,plunge,v.,Monophthong,/ ʌ /
924,pole,n.,Diphthong,/ oʊ /
925,poll,n.,Diphthong,/ oʊ /
926,pond,n.,Monophthong,/ ɑ /
927,pop,v.,Monophthong,/ ɑ /
928,portfolio,n.,Diphthong,/ oʊ /
929,portray,v.,Diphthong,/ eɪ /
930,postpone,v.,Diphthong,/ oʊ /
931,post-war,adj.,Diphthong,/ oʊ /
932,practitioner,n.,Monophthong,/ ɪ /
933,preach,v.,Monophthong,/ i /
934,precedent,n.,Monophthong,/ ɛ /
935,precision,n.,Monophthong,/ ɪ /
936,predator,n.,Monophthong,/ ɛ /
937,predecessor,n.,Monophthong,/ ɛ /
938,predominantly,adv.,Monophthong,/ ɑ /
939,pregnancy,n.,Monophthong,/ ɛ /
940,prejudice,n.,Monophthong,/ ɛ /
941,preliminary,adj.,Monophthong,/ ɪ /
942,premier,n.,Monophthong,/ ɪ /
943,premise,n.,Monophthong,/ ɛ /
944,premium,n.,Monophthong,/ i /
945,prescribe,v.,Diphthong,/ aɪ /
946,prescription,n.,Monophthong,/ ɪ /
947,presently,adv.,Monophthong,/ ɛ /
948,preservation,n.,Monophthong,/ ɛ /
949,preside,v.,Diphthong,/ aɪ /
950,presidency,n.,Monophthong,/ ɛ /
951,presidential,adj.,Monophthong,/ ɛ /
952,prestigious,adj.,Monophthong,/ i /
953,presumably,adv.,Monophthong,/ u /
954,presume,v.,Monophthong,/ u /
955,prevail,v.,Diphthong,/ eɪ /
956,prevalence,n.,Monophthong,/ ɛ /
957,prevention,n.,Monophthong,/ ɛ /
958,prey,n.,Diphthong,/ eɪ /
959,principal,n.,Monophthong,/ ɪ /
960,privatization,n.,Diphthong,/ aɪ /
961,privilege,n.,Monophthong,/ ɪ /
962,probe,n.,Diphthong,/ oʊ /
963,probe,v.,Diphthong,/ oʊ /
964,problematic,adj.,Monophthong,/ æ /
965,proceedings,n.,Monophthong,/ i /
966,proceeds,n.,Diphthong,/ oʊ /
967,processing,n.,Monophthong,/ ɑ /
968,processor,n.,Monophthong,/ ɑ /
969,proclaim,v.,Monophthong,/ eɪ /
970,productive,adj.,Monophthong,/ ʌ /
971,productivity,n.,Diphthong,/ oʊ /
972,profitable,adj.,Monophthong,/ ɑ /
973,profound,adj.,Diphthong,/ aʊ
974,projection,n.,Monophthong,/ ɛ /
975,prominent,adj.,Monophthong,/ ɑ /
976,pronounced,adj.,Diphthong,/ aʊ
977,propaganda,n.,Monophthong,/ ɑ /
978,proposition,n.,Monophthong,/ ɪ /
979,prosecute,v.,Monophthong,/ ɑ /
980,prosecution,n.,Monophthong,/ ɑ /
981,prosecutor,n.,Monophthong,/ ɑ /
982,prospective,adj.,Monophthong,/ ɛ /
983,prosperity,n.,Monophthong,/ ɛ /
984,protective,adj.,Monophthong,/ ɛ /
985,protocol,n.,Diphthong,/ oʊ /
986,province,n.,Monophthong,/ ɑ /
987,provincial,adj.,Monophthong,/ ɪ /
988,provision,n.,Monophthong,/ ɪ /
989,provoke,v.,Diphthong,/ oʊ /
990,psychiatric,adj.,Monophthong,/ æ /
991,pulse,n.,Monophthong,/ ʌ /
992,pump,v.,Monophthong,/ ʌ /
993,punch,n.,Monophthong,/ ʌ /
994,query,n.,Monophthong,/ ɪ /
995,quest,n.,Monophthong,/ ɛ /
996,quota,n.,Diphthong,/ oʊ /
997,radar,n.,Diphthong,/ eɪ /
998,radical,adj.,Monophthong,/ æ /
999,rage,n.,Diphthong,/ eɪ /
1000,raid,n.,Diphthong,/ eɪ /
1001,rally,n.,Monophthong,/ æ /
1002,ranking,n.,Monophthong,/ æ /
1003,rape,v.,Diphthong,/ eɪ /
1004,ratio,n.,Diphthong,/ eɪ /
1005,rational,adj.,Monophthong,/ æ /
1006,ray,n.,Diphthong,/ eɪ /
1007,readily,adv.,Monophthong,/ ɛ /
1008,realization,n.,Diphthong,/ eɪ /
1009,realm,n.,Monophthong,/ ɛ /
1010,rear,adj.,Monophthong,/ ɪ /
1011,rear,n.,Monophthong,/ ɪ /
1012,reasoning,n.,Monophthong,/ i /
1013,reassure,v.,Monophthong,/ ʊ /
1014,rebel,n.,Monophthong,/ ɛ /
1015,rebellion,n.,Monophthong,/ ɛ /
1016,recipient,n.,Monophthong,/ ɪ /
1017,reconstruction,n.,Monophthong,/ ʌ /
1018,recount1,v.,Diphthong,/ aʊ
1019,referendum,n.,Monophthong,/ ɛ /
1020,reflection,n.,Monophthong,/ ɛ /
1021,reform,"n., v.",Monophthong,/ ɔ /
1022,refuge,n.,Monophthong,/ ɛ /
1023,refusal,n.,Monophthong,/ u /
1024,regain,v.,Monophthong,/ eɪ /
1025,regardless,adv.,Monophthong,/ ɑ /
1026,regime,n.,Monophthong,/ i /
1027,regulator,n.,Monophthong,/ ɛ /
1028,regulatory,adj.,Monophthong,/ ɛ /
1029,rehabilitation,n.,Monophthong,/ ɪ /
1030,reign,n.,Diphthong,/ eɪ /
1031,reign,v.,Diphthong,/ eɪ /
1032,rejection,n.,Monophthong,/ ɛ /
1033,relevance,n.,Monophthong,/ ɛ /
1034,reliability,n.,Monophthong,/ ɪ /
1035,reluctant,adj.,Monophthong,/ ʌ /
1036,remainder,n.,Diphthong,/ eɪ /
1037,remains,n.,Diphthong,/ eɪ /
1038,remedy,n.,Monophthong,/ ɛ /
1039,reminder,n.,Diphthong,/ aɪ /
1040,removal,n.,Monophthong,/ u /
1041,render,v.,Monophthong,/ ɛ /
1042,renew,v.,Monophthong,/ u /
1043,renowned,adj.,Diphthong,/ aʊ
1044,rental,n.,Monophthong,/ ɛ /
1045,replacement,n.,Diphthong,/ eɪ /
1046,reportedly,adv.,Monophthong,/ ɔ /
1047,representation,n.,Diphthong,/ eɪ /
1048,reproduce,v.,Monophthong,/ u /
1049,reproduction,n.,Monophthong,/ ʌ /
1050,republic,n.,Monophthong,/ ʌ /
1051,resemble,v.,Monophthong,/ ɛ /
1052,reside,v.,Diphthong,/ aɪ /
1053,residence,n.,Monophthong,/ ɛ /
1054,residential,adj.,Monophthong,/ ɛ /
1055,residue,n.,Monophthong,/ ɛ /
1056,resignation,n.,Diphthong,/ eɪ /
1057,resistance,n.,Monophthong,/ ɪ /
1058,respective,adj.,Monophthong,/ ɛ /
1059,respectively,adv.,Monophthong,/ ɛ /
1060,restoration,n.,Diphthong,/ eɪ /
1061,restraint,n.,Diphthong,/ eɪ /
1062,resume,v.,Monophthong,/ u /
1063,retreat,n.,Monophthong,/ i /
1064,retreat,v.,Monophthong,/ i /
1065,retrieve,v.,Monophthong,/ i /
1066,revelation,n.,Diphthong,/ eɪ /
1067,revenge,n.,Monophthong,/ ɛ /
1068,reverse,v.,Monophthong,/ ɝ /
1069,revival,n.,Diphthong,/ aɪ /
1070,revive,v.,Diphthong,/ aɪ /
1071,revolutionary,adj.,Monophthong,/ u /
1072,rhetoric,n.,Monophthong,/ ɛ /
1073,rifle,n.,Diphthong,/ aɪ /
1074,riot,n.,Diphthong,/ aɪ /
1075,rip,v.,Monophthong,/ ɪ /
1076,ritual,n.,Monophthong,/ ɪ /
1077,robust,adj.,Monophthong,/ ʌ /
1078,rock,v.,Monophthong,/ ɑ /
1079,rod,n.,Monophthong,/ ɑ /
1080,rotate,v.,Diphthong,/ oʊ /
1081,rotation,n.,Diphthong,/ eɪ /
1082,ruling,n.,Monophthong,/ u /
1083,rumor,n.,Monophthong,/ u /
1084,sack,v.,Monophthong,/ æ /
1085,sacred,adj.,Diphthong,/ eɪ /
1086,sacrifice,n.,Monophthong,/ æ /
1087,sacrifice,v.,Monophthong,/ æ /
1088,saint,n.,Diphthong,/ eɪ /
1089,sake,n.,Diphthong,/ eɪ /
1090,sanction,n.,Monophthong,/ æ /
1091,say,n.,Diphthong,/ eɪ /
1092,scattered,adj.,Monophthong,/ æ /
1093,skeptical,adj.,Monophthong,/ ɛ /
1094,scope,n.,Diphthong,/ oʊ /
1095,screw,n.,Monophthong,/ u /
1096,scrutiny,n.,Monophthong,/ u /
1097,seal,v.,Monophthong,/ i /
1098,seal,n.,Monophthong,/ i /
1099,secular,adj.,Monophthong,/ ɛ /
1100,seemingly,adv.,Monophthong,/ i /
1101,segment,n.,Monophthong,/ ɛ /
1102,seize,v.,Monophthong,/ i /
1103,seldom,adv.,Monophthong,/ ɛ /
1104,selective,adj.,Monophthong,/ ɛ /
1105,senator,n.,Monophthong,/ ɛ /
1106,sensation,n.,Diphthong,/ eɪ /
1107,sensitivity,n.,Monophthong,/ ɪ /
1108,sentiment,n.,Monophthong,/ ɛ /
1109,separation,n.,Diphthong,/ eɪ /
1110,serial,adj.,Monophthong,/ ɪ /
1111,settlement,n.,Monophthong,/ ɛ /
1112,set-up,n.,Monophthong,/ ɛ /
1113,sexuality,n.,Monophthong,/ æ /
1114,shareholder,n.,Monophthong,/ ɝ /
1115,shatter,v.,Monophthong,/ æ /
1116,shed,v.,Monophthong,/ ɛ /
1117,sheer,adj.,Monophthong,/ ɪ /
1118,shipping,n.,Monophthong,/ ɪ /
1119,shoot,n.,Monophthong,/ u /
1120,shrink,v.,Monophthong,/ ɪ /
1121,shrug,v.,Monophthong,/ ʌ /
1122,sigh,v.,Diphthong,/ aɪ /
1123,sigh,n.,Diphthong,/ aɪ /
1124,simulate,v.,Monophthong,/ ɪ /
1125,simulation,n.,Diphthong,/ eɪ /
1126,simultaneously,adv.,Diphthong,/ eɪ /
1127,sin,n.,Monophthong,/ ɪ /
1128,situated,adj.,Monophthong,/ ɪ /
1129,sketch,n.,Monophthong,/ ɛ /
1130,skip,v.,Monophthong,/ ɪ /
1131,slam,v.,Monophthong,/ æ /
1132,slap,v.,Monophthong,/ æ /
1133,slash,v.,Monophthong,/ æ /
1134,slavery,n.,Diphthong,/ eɪ /
1135,slot,n.,Monophthong,/ ɑ /
1136,smash,v.,Monophthong,/ æ /
1137,snap,v.,Monophthong,/ æ /
1138,soak,v.,Diphthong,/ oʊ /
1139,soar,v.,Monophthong,/ ɔ /
1140,socialist,adj.,Diphthong,/ oʊ /
1141,sole,adj.,Diphthong,/ oʊ /
1142,solely,adv.,Diphthong,/ oʊ /
1143,solicitor,n.,Monophthong,/ ɪ /
1144,solidarity,n.,Monophthong,/ æ /
1145,solo,n.,Diphthong,/ oʊ /
1146,sound,adj.,Diphthong,/ aʊ
1147,sovereignty,n.,Monophthong,/ ɑ /
1148,spam,n.,Monophthong,/ æ /
1149,span,v.,Monophthong,/ æ /
1150,span,n.,Monophthong,/ æ /
1151,spare,v.,Monophthong,/ ɛ /
1152,spark,v.,Monophthong,/ ɑ /
1153,specialized,adj.,Monophthong,/ ɛ /
1154,specification,n.,Diphthong,/ eɪ /
1155,specimen,n.,Monophthong,/ ɛ /
1156,spectacle,n.,Monophthong,/ ɛ /
1157,spectrum,n.,Monophthong,/ ɛ /
1158,spell,n.,Monophthong,/ ɛ /
1159,sphere,n.,Monophthong,/ ɪ /
1160,spin,v.,Monophthong,/ ɪ /
1161,spin,n.,Monophthong,/ ɪ /
1162,spine,n.,Diphthong,/ aɪ /
1163,spotlight,n.,Monophthong,/ ɑ /
1164,spouse,n.,Diphthong,/ aʊ
1165,spy,n.,Diphthong,/ aɪ /
1166,squad,n.,Monophthong,/ ɑ /
1167,squeeze,v.,Monophthong,/ i /
1168,stab,v.,Monophthong,/ æ /
1169,stability,n.,Monophthong,/ ɪ /
1170,stabilize,v.,Diphthong,/ eɪ /
1171,stake,n.,Diphthong,/ eɪ /
1172,standing,adj.,Monophthong,/ æ /
1173,stark,adj.,Monophthong,/ ɑ /
1174,statistical,adj.,Monophthong,/ ɪ /
1175,steer,v.,Monophthong,/ ɪ /
1176,stem,n.,Monophthong,/ ɛ /
1177,stem,v.,Monophthong,/ ɛ /
1178,stereotype,n.,Monophthong,/ ɛ /
1179,stimulus,n.,Monophthong,/ ɪ /
1180,stir,v.,Monophthong,/ ɝ /
1181,storage,n.,Monophthong,/ ɔ /
1182,straightforward,adj.,Monophthong,/ ɔ /
1183,strain,n.,Diphthong,/ eɪ /
1184,strand,n.,Monophthong,/ æ /
1185,strategic,adj.,Monophthong,/ i /
1186,striking,adj.,Diphthong,/ aɪ /
1187,strip,(long narrow piece) n.,Monophthong,/ ɪ /
1188,strip,(remove clothes/a layer) v.,Monophthong,/ ɪ /
1189,strive,v.,Diphthong,/ aɪ /
1190,structural,adj.,Monophthong,/ ʌ /
1191,stumble,v.,Monophthong,/ ʌ /
1192,stun,v.,Monophthong,/ ʌ /
1193,submission,n.,Monophthong,/ ɪ /
1194,subscriber,n.,Diphthong,/ aɪ /
1195,subscription,n.,Monophthong,/ ɪ /
1196,subsidy,n.,Monophthong,/ ʌ /
1197,substantial,adj.,Monophthong,/ æ /
1198,substantially,adv.,Monophthong,/ æ /
1199,substitute,n.,Monophthong,/ ʌ /
1200,substitute,v.,Monophthong,/ ʌ /
1201,substitution,n.,Monophthong,/ u /
1202,subtle,adj.,Monophthong,/ ʌ /
1203,suburban,adj.,Monophthong,/ ɝ /
1204,succession,n.,Monophthong,/ ɛ /
1205,successive,adj.,Monophthong,/ ɛ /
1206,successor,n.,Monophthong,/ ɛ /
1207,suck,v.,Monophthong,/ ʌ /
1208,sue,v.,Monophthong,/ u /
1209,suicide,n.,Monophthong,/ u /
1210,suite,n.,Monophthong,/ i /
1211,summit,n.,Monophthong,/ ʌ /
1212,superb,adj.,Monophthong,/ ɝ /
1213,superior,adj.,Monophthong,/ ɪ /
1214,supervise,v.,Monophthong,/ u /
1215,supervision,n.,Monophthong,/ ɪ /
1216,supervisor,n.,Monophthong,/ u /
1217,supplement,n.,Monophthong,/ ʌ /
1218,supplement,v.,Monophthong,/ ʌ /
1219,supportive,adj.,Monophthong,/ ɔ /
1220,supposedly,adv.,Diphthong,/ oʊ /
1221,suppress,v.,Monophthong,/ ɛ /
1222,supreme,adj.,Monophthong,/ i /
1223,surge,n.,Monophthong,/ ɝ /
1224,surge,v.,Monophthong,/ ɝ /
1225,surgical,adj.,Monophthong,/ ɝ /
1226,surplus,n.,Monophthong,/ ɝ /
1227,surrender,v.,Monophthong,/ ɛ /
1228,surveillance,n.,Diphthong,/ eɪ /
1229,suspension,n.,Monophthong,/ ɛ /
